
========> The following is the setup for this run:

2021_7_29_15_18_34_data_cifar10_arch_conv2_init_kaimingn_GPUs_1_minib_60_opt_Adam_lr_0.0002_lrpolicy_constant_lr_ep_1

arch: conv2
pretrained: False
resume: 
dataname: cifar10
datapath: ./data/cifar10/
workers: 20
batch_size: 60
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: Adam
epochs: 1
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0
lr: 0.0002
lr_policy: constant_lr
warmup_length: 0
lr_gamma: 0.0
lr_steps: 0
lowest_lr: 0.0001
scale_coslr: 1
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.0
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: cifar10_conv2_train
logterminal: True
save_stages: False
gpu_idx: ['0']
local_rank: 0
channels_last: False
prepruned_model: False
pruning_strategy: lottery
percent: 0
initial_stage: 0
stages: 1
local_prune: False
prune_bias: False
prune_bn: False
local_quant: False
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 34913.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['0'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 0 whose id is 0 is being used for training of the current process.

Files already downloaded and verified
=> The model, i.e., conv2, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  10/ 834] | Time(avg): 0.79 | Speed: (pics/sec):   761
Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 750/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2168
Learning rate: 0.00020000 | Curr loss: 1.2525 | Avg loss: 1.6816 | Prec@1(avg) 41.19 % | Prec@5(avg) 87.84 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 760/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2173
Learning rate: 0.00020000 | Curr loss: 1.2245 | Avg loss: 1.6780 | Prec@1(avg) 41.30 % | Prec@5(avg) 87.91 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 770/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2175
Learning rate: 0.00020000 | Curr loss: 1.4791 | Avg loss: 1.6748 | Prec@1(avg) 41.41 % | Prec@5(avg) 87.97 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 780/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2179
Learning rate: 0.00020000 | Curr loss: 1.3484 | Avg loss: 1.6720 | Prec@1(avg) 41.53 % | Prec@5(avg) 88.00 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 790/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2165
Learning rate: 0.00020000 | Curr loss: 1.3382 | Avg loss: 1.6690 | Prec@1(avg) 41.62 % | Prec@5(avg) 88.04 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 800/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2170
Learning rate: 0.00020000 | Curr loss: 1.3684 | Avg loss: 1.6657 | Prec@1(avg) 41.74 % | Prec@5(avg) 88.09 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 810/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2168
Learning rate: 0.00020000 | Curr loss: 1.1192 | Avg loss: 1.6615 | Prec@1(avg) 41.87 % | Prec@5(avg) 88.15 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 820/ 834] | Time(avg): 0.28 | Speed: (pics/sec):  2176
Learning rate: 0.00020000 | Curr loss: 1.6593 | Avg loss: 1.6580 | Prec@1(avg) 41.99 % | Prec@5(avg) 88.22 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 830/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2183
Learning rate: 0.00020000 | Curr loss: 1.4425 | Avg loss: 1.6546 | Prec@1(avg) 42.10 % | Prec@5(avg) 88.27 %

Validation: Epoch: [ 1/ 1] | Seen data: [  10/ 167] | Time(avg): 0.41 | Speed: (pics/sec):  1463
Curr loss: 1.1761 | Avg loss: 1.3394 | Prec@1(avg) 52.17 % | Prec@5(avg) 93.17 %

Validation: Epoch: [ 1/ 1] | Seen data: [  20/ 167] | Time(avg): 0.22 | Speed: (pics/sec):  2733
Curr loss: 1.2115 | Avg loss: 1.2906 | Prec@1(avg) 54.00 % | Prec@5(avg) 93.42 %

Validation: Epoch: [ 1/ 1] | Seen data: [  30/ 167] | Time(avg): 0.16 | Speed: (pics/sec):  3867
Curr loss: 1.1910 | Avg loss: 1.3151 | Prec@1(avg) 52.61 % | Prec@5(avg) 93.33 %

Validation: Epoch: [ 1/ 1] | Seen data: [  40/ 167] | Time(avg): 0.12 | Speed: (pics/sec):  4863
Curr loss: 1.3774 | Avg loss: 1.3230 | Prec@1(avg) 52.62 % | Prec@5(avg) 93.33 %

Validation: Epoch: [ 1/ 1] | Seen data: [  50/ 167] | Time(avg): 0.10 | Speed: (pics/sec):  5719
Curr loss: 1.3653 | Avg loss: 1.3287 | Prec@1(avg) 52.87 % | Prec@5(avg) 93.23 %

Validation: Epoch: [ 1/ 1] | Seen data: [  60/ 167] | Time(avg): 0.09 | Speed: (pics/sec):  6524
Curr loss: 1.0278 | Avg loss: 1.3156 | Prec@1(avg) 53.28 % | Prec@5(avg) 93.25 %

Validation: Epoch: [ 1/ 1] | Seen data: [  70/ 167] | Time(avg): 0.08 | Speed: (pics/sec):  7207
Curr loss: 1.1514 | Avg loss: 1.3169 | Prec@1(avg) 53.57 % | Prec@5(avg) 93.10 %

Validation: Epoch: [ 1/ 1] | Seen data: [  80/ 167] | Time(avg): 0.08 | Speed: (pics/sec):  7890
