
========> The following is the setup for this run:

2021_7_29_15_20_24_data_cifar10_arch_conv2_init_kaimingn_GPUs_1_minib_60_opt_Adam_lr_0.0002_lrpolicy_constant_lr_ep_1

arch: conv2
pretrained: False
resume: 
dataname: cifar10
datapath: ./data/cifar10/
workers: 20
batch_size: 60
init_policy: kaimingn
init_kaiming_mode: fan_in
init_kaiming_nonlinearity: relu
init_bias: zero
optimizer: Adam
epochs: 1
initial_epoch: 0
label_smoothing: 0.0
weight_decay: 0.0
lr: 0.0002
lr_policy: constant_lr
warmup_length: 0
lr_gamma: 0.0
lr_steps: 0
lowest_lr: 0.0001
scale_coslr: 1
exp_coslr: 1
normal_exp_scale: 1500
momentum: 0.0
nesterov: False
evaluate: False
print_freq_tr: 10
print_freq_ts: 10
config: cifar10_conv2_train
logterminal: True
save_stages: False
gpu_idx: ['4']
local_rank: 0
channels_last: False
prepruned_model: False
pruning_strategy: lottery
percent: 0
initial_stage: 0
stages: 1
local_prune: False
prune_bias: False
prune_bn: False
local_quant: False
distributed: False
world_size: 1

=> Global rank of the current node is 0 and the process id is 35195.
=> There are 1 process(es) runing on GPU(s).
=> Visible GPU(s) are ['4'] for running 1 process(es).
=> Execute `nvidia-smi` on a differnt terminal to see used GPUs.
=> GPU 4 whose id is 0 is being used for training of the current process.

Files already downloaded and verified
=> The model, i.e., conv2, is being replicated on 1 processes.

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [  10/ 834] | Time(avg): 0.86 | Speed: (pics/sec):   694
Learning rate: 0.00020000 | Curr loss: 1.4355 | Avg loss: 1.7682 | Prec@1(avg) 38.74 % | Prec@5(avg) 85.95 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 580/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2309
Learning rate: 0.00020000 | Curr loss: 1.5479 | Avg loss: 1.7628 | Prec@1(avg) 38.91 % | Prec@5(avg) 86.06 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 590/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2295
Learning rate: 0.00020000 | Curr loss: 1.4279 | Avg loss: 1.7565 | Prec@1(avg) 39.09 % | Prec@5(avg) 86.15 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 600/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2275
Learning rate: 0.00020000 | Curr loss: 1.4254 | Avg loss: 1.7514 | Prec@1(avg) 39.22 % | Prec@5(avg) 86.24 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 610/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2283
Learning rate: 0.00020000 | Curr loss: 1.5005 | Avg loss: 1.7456 | Prec@1(avg) 39.37 % | Prec@5(avg) 86.37 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 620/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2263
Learning rate: 0.00020000 | Curr loss: 1.3540 | Avg loss: 1.7412 | Prec@1(avg) 39.43 % | Prec@5(avg) 86.50 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 630/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2270
Learning rate: 0.00020000 | Curr loss: 1.3659 | Avg loss: 1.7361 | Prec@1(avg) 39.60 % | Prec@5(avg) 86.57 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 640/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2275
Learning rate: 0.00020000 | Curr loss: 1.3055 | Avg loss: 1.7315 | Prec@1(avg) 39.77 % | Prec@5(avg) 86.64 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 650/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2279
Learning rate: 0.00020000 | Curr loss: 1.3543 | Avg loss: 1.7264 | Prec@1(avg) 39.92 % | Prec@5(avg) 86.76 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 660/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2263
Learning rate: 0.00020000 | Curr loss: 1.4973 | Avg loss: 1.7228 | Prec@1(avg) 39.94 % | Prec@5(avg) 86.85 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 670/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2254
Learning rate: 0.00020000 | Curr loss: 1.5995 | Avg loss: 1.7180 | Prec@1(avg) 40.07 % | Prec@5(avg) 86.95 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 680/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2259
Learning rate: 0.00020000 | Curr loss: 1.4819 | Avg loss: 1.7144 | Prec@1(avg) 40.17 % | Prec@5(avg) 86.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 690/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2259
Learning rate: 0.00020000 | Curr loss: 1.4750 | Avg loss: 1.7095 | Prec@1(avg) 40.33 % | Prec@5(avg) 87.09 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 700/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2254
Learning rate: 0.00020000 | Curr loss: 1.3766 | Avg loss: 1.7045 | Prec@1(avg) 40.47 % | Prec@5(avg) 87.19 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 710/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2259
Learning rate: 0.00020000 | Curr loss: 1.5164 | Avg loss: 1.7007 | Prec@1(avg) 40.62 % | Prec@5(avg) 87.24 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 720/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2258
Learning rate: 0.00020000 | Curr loss: 1.3053 | Avg loss: 1.6950 | Prec@1(avg) 40.81 % | Prec@5(avg) 87.33 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 730/ 834] | Time(avg): 0.27 | Speed: (pics/sec):  2259
Learning rate: 0.00020000 | Curr loss: 1.4737 | Avg loss: 1.6909 | Prec@1(avg) 40.92 % | Prec@5(avg) 87.41 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 740/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2269
Learning rate: 0.00020000 | Curr loss: 1.3635 | Avg loss: 1.6858 | Prec@1(avg) 41.09 % | Prec@5(avg) 87.50 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 750/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2275
Learning rate: 0.00020000 | Curr loss: 1.5244 | Avg loss: 1.6825 | Prec@1(avg) 41.16 % | Prec@5(avg) 87.58 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 760/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2277
Learning rate: 0.00020000 | Curr loss: 1.4405 | Avg loss: 1.6784 | Prec@1(avg) 41.29 % | Prec@5(avg) 87.64 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 770/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2282
Learning rate: 0.00020000 | Curr loss: 1.5130 | Avg loss: 1.6742 | Prec@1(avg) 41.41 % | Prec@5(avg) 87.71 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 780/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2287
Learning rate: 0.00020000 | Curr loss: 1.5169 | Avg loss: 1.6700 | Prec@1(avg) 41.58 % | Prec@5(avg) 87.78 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 790/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2292
Learning rate: 0.00020000 | Curr loss: 1.3479 | Avg loss: 1.6666 | Prec@1(avg) 41.68 % | Prec@5(avg) 87.84 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 800/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2298
Learning rate: 0.00020000 | Curr loss: 1.3362 | Avg loss: 1.6631 | Prec@1(avg) 41.79 % | Prec@5(avg) 87.91 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 810/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2303
Learning rate: 0.00020000 | Curr loss: 1.2062 | Avg loss: 1.6596 | Prec@1(avg) 41.90 % | Prec@5(avg) 87.99 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 820/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2276
Learning rate: 0.00020000 | Curr loss: 1.2282 | Avg loss: 1.6562 | Prec@1(avg) 42.01 % | Prec@5(avg) 88.03 %

Training: Num of GPUs: 1 | Epoch: [ 1/ 1] | [ 830/ 834] | Time(avg): 0.26 | Speed: (pics/sec):  2280
Learning rate: 0.00020000 | Curr loss: 1.2238 | Avg loss: 1.6517 | Prec@1(avg) 42.17 % | Prec@5(avg) 88.12 %

Validation: Epoch: [ 1/ 1] | Seen data: [  10/ 167] | Time(avg): 0.43 | Speed: (pics/sec):  1393
Curr loss: 1.2415 | Avg loss: 1.2858 | Prec@1(avg) 53.00 % | Prec@5(avg) 93.33 %

Validation: Epoch: [ 1/ 1] | Seen data: [  20/ 167] | Time(avg): 0.23 | Speed: (pics/sec):  2628
Curr loss: 1.2620 | Avg loss: 1.2599 | Prec@1(avg) 54.25 % | Prec@5(avg) 94.33 %

Validation: Epoch: [ 1/ 1] | Seen data: [  30/ 167] | Time(avg): 0.16 | Speed: (pics/sec):  3738
Curr loss: 1.2274 | Avg loss: 1.2859 | Prec@1(avg) 53.50 % | Prec@5(avg) 94.22 %

Validation: Epoch: [ 1/ 1] | Seen data: [  40/ 167] | Time(avg): 0.13 | Speed: (pics/sec):  4715
Curr loss: 1.2865 | Avg loss: 1.2963 | Prec@1(avg) 53.37 % | Prec@5(avg) 93.96 %

Validation: Epoch: [ 1/ 1] | Seen data: [  50/ 167] | Time(avg): 0.11 | Speed: (pics/sec):  5622
Curr loss: 1.2893 | Avg loss: 1.3046 | Prec@1(avg) 53.30 % | Prec@5(avg) 93.63 %

Validation: Epoch: [ 1/ 1] | Seen data: [  60/ 167] | Time(avg): 0.09 | Speed: (pics/sec):  6403
Curr loss: 1.0382 | Avg loss: 1.2984 | Prec@1(avg) 53.47 % | Prec@5(avg) 93.67 %

Validation: Epoch: [ 1/ 1] | Seen data: [  70/ 167] | Time(avg): 0.08 | Speed: (pics/sec):  7155
Curr loss: 1.1302 | Avg loss: 1.3006 | Prec@1(avg) 54.02 % | Prec@5(avg) 93.55 %

Validation: Epoch: [ 1/ 1] | Seen data: [  80/ 167] | Time(avg): 0.08 | Speed: (pics/sec):  7814
